Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Not available,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Not available,Company - Private,Not available,Not available,Unknown / Non-Applicable,Not Available,110,130,120, MA,0,Not Available,0,0,0,0,0
Data Analyst Senior,$48K-$85K (Glassdoor est.),3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5, PA,1,37,0,0,0,0,1
Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",71,129,100, CA,1,26,0,0,0,0,1
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Not Available,66,123,94.5, CA,0,14,1,0,0,1,0
Data Science Manager,$171K-$272K (Glassdoor est.),4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,171,272,221.5, CA,1,9,1,0,0,0,1
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119, WA,0,55,0,0,0,0,0
Data Engineer,$65K-$126K (Glassdoor est.),3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Not Available,65,126,95.5, IL,1,25,1,0,0,0,0
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5, IL,0,108,1,0,0,0,0
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",21,29,25, NE,0,24,0,0,0,0,0
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Not Available,10,17,13.5, TN,0,20,0,0,0,0,1
Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),Not Available,118,228,173, NJ,0,47,1,0,0,0,1
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,Not available,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,82,129,105.5, TX,1,Not Available,1,0,0,1,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5, TX,1,73,1,0,0,1,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Not Available,47,101,74, NC,1,145,0,0,0,0,1
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Not Available,49,76,62.5, AL,0,98,0,0,0,0,1
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5, NC,0,62,0,0,0,0,0
Data Scientist,$61K-$109K (Glassdoor est.),3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",61,109,85, PA,1,72,1,0,0,0,0
Principal Data Scientist,$113K-$182K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",113,182,147.5, MD,0,107,1,0,0,0,1
Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,124,199,161.5, NJ,1,31,1,0,0,1,1
Data Engineer,$58K-$104K (Glassdoor est.),3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Not Available,58,104,81, VA,1,121,0,0,0,0,1
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5, PA,1,17,0,0,0,0,1
Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Not Available,97,181,139, CA,1,12,1,0,0,1,1
Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5, CA,1,13,0,0,0,0,0
Sr. Data Analyst,$58K-$108K (Glassdoor est.),3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,58,108,83, NY,1,12,1,0,1,0,1
Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",81,161,121, MA,1,29,0,0,0,1,1
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5, NY,1,18,1,0,1,0,0
Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,Not Available,61,110,85.5, CA,1,18,0,0,0,0,1
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Not Available,65,96,80.5, NC,1,145,0,0,0,0,1
Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",115,220,167.5, MA,1,29,0,0,0,0,0
"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,71,144,107.5, PA,1,36,1,0,0,0,0
Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 to 1000 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),Not Available,32,57,44.5, WA,1,41,0,0,0,1,1
"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",79,136,107.5, MD,0,131,0,0,0,0,0
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,Not available,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Not available,Company - Private,Not available,Not available,Unknown / Non-Applicable,Not Available,120,145,132.5, MA,0,Not Available,0,0,0,0,0
Sr. Data Analyst,$50K-$89K (Glassdoor est.),3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,50,89,69.5, PA,0,26,0,0,0,0,1
"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",68,129,98.5, CA,0,50,1,0,1,1,0
Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Not Available,48,113,80.5, MD,1,59,0,0,0,0,1
"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Not Available,27,47,37, MA,1,12,0,0,0,0,1
Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Not Available,74,124,99, MD,0,98,1,0,0,0,0
"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Not Available,68,125,96.5, MA,1,12,0,0,0,0,1
"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",39,67,53, MA,1,108,0,0,0,0,0
Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,71,135,103, CA,1,9,0,0,1,1,0
Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),Not Available,107,172,139.5, CA,1,14,0,0,0,0,0
Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85,67, WA,1,55,0,0,0,0,0
Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5, CT,0,39,0,0,0,0,1
Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",61,123,92, MD,0,107,0,0,0,0,0
Data Analyst,$47K-$85K (Glassdoor est.),3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",47,85,66, NY,1,40,0,0,0,0,1
Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,65,124,94.5, CA,1,7,1,0,1,1,1
Data Scientist,$87K-$141K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,87,141,114, NJ,1,31,1,0,0,1,1
Data Scientist,$56K-$95K (Glassdoor est.),4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",56,95,75.5, NY,1,8,1,0,0,1,0
Data Scientist,$71K-$121K (Glassdoor est.),3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT",1 to 50 employees,Not available,School / School District,K-12 Education,Education,$5 to $10 million (USD),Not Available,71,121,96, MO,0,Not Available,0,0,0,0,1
Machine Learning Engineer,$62K-$112K (Glassdoor est.),4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",62,112,87, VA,0,66,1,0,0,0,0
Data Scientist,$64K-$108K (Glassdoor est.),3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Not Available,64,108,86, MD,0,14,1,0,0,0,1
Senior Data Scientist,$89K-$144K (Glassdoor est.),4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,89,144,116.5, CA,1,8,1,0,0,0,0
Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",109,200,154.5, MA,1,10,1,0,0,0,1
Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Not Available,35,62,48.5, CA,1,34,0,0,0,0,1
Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),Not Available,61,113,87, KS,0,47,1,0,0,0,1
Data Engineer,$55K-$105K (Glassdoor est.),3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",55,105,80, TX,0,18,1,0,1,0,1
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Not Available,18,25,21.5, TX,0,43,0,0,0,1,0
Principal Data Scientist,$135K-$211K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Not Available,135,211,173, CA,0,81,1,0,0,0,0
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Not available,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Not Available,39,66,52.5, IL,0,Not Available,0,0,0,0,0
Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",57,80,68.5, AZ,0,23,1,0,1,0,0
"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",63,127,95, MD,0,107,0,0,0,0,0
Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",50,89,69.5, MA,1,62,1,0,0,0,1
Senior Data Scientist,$82K-$132K (Glassdoor est.),4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,Not Available,82,132,107, OH,1,135,1,0,0,1,0
Data Scientist SR,$85K-$139K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",85,139,112, VA,0,10,1,0,1,0,0
Data Scientist,$72K-$121K (Glassdoor est.),3.4,"CompQsoft
3.4","Washington, DC","Houston, TX",51 to 200 employees,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Not Available,72,121,96.5, DC,0,23,1,0,0,0,0
"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 to 500 employees,Not available,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Not Available,74,149,111.5, CA,1,Not Available,0,0,0,0,1
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",113,196,154.5, MA,0,239,0,0,1,1,1
Data Scientist,$69K-$121K (Glassdoor est.),3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",69,121,95, NY,0,9,1,0,1,1,0
Data Scientist,$71K-$124K (Glassdoor est.),4,"Strategic Financial Solutions
4.0","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",71,124,97.5, NY,1,13,1,0,0,0,1
